settlement,teaor,bin,input_count,generated_count,diff,ratio,input_share_within_settlement_teaor,generated_share_within_settlement_teaor,share_diff
Budapest 03. kerület,69,1-4,946,1176,230,1.2431289640591967,0.946,0.9460981496379727,9.814963797272203e-05
Budapest 03. kerület,69,5-9,44,55,11,1.25,0.044,0.04424778761061947,0.00024778761061947097
Budapest 03. kerület,69,10-19,10,12,2,1.2,0.01,0.009654062751407884,-0.00034593724859211666
Budapest 03. kerület,70,1-4,1318,1639,321,1.2435508345978756,0.9448028673835125,0.9446685878962536,-0.0001342794872588593
Budapest 03. kerület,70,5-9,39,49,10,1.2564102564102564,0.02795698924731183,0.02824207492795389,0.00028508568064206097
Budapest 03. kerület,70,10-19,18,22,4,1.2222222222222223,0.012903225806451613,0.012680115273775217,-0.00022311053267639637
Budapest 03. kerület,70,20-49,13,16,3,1.2307692307692308,0.00931899641577061,0.009221902017291067,-9.709439847954346e-05
Budapest 03. kerület,70,50-249,7,9,2,1.2857142857142858,0.005017921146953405,0.005187319884726225,0.0001693987377728197
Budapest 03. kerület,71,1-4,572,711,139,1.243006993006993,0.8732824427480916,0.8745387453874539,0.0012563026393622723
Budapest 03. kerület,71,5-9,38,47,9,1.236842105263158,0.05801526717557252,0.05781057810578106,-0.0002046890697914583
Budapest 03. kerület,71,10-19,26,32,6,1.2307692307692308,0.03969465648854962,0.03936039360393604,-0.00033426288461357867
Budapest 03. kerület,71,20-49,10,12,2,1.2,0.015267175572519083,0.014760147601476014,-0.000507027971043069
Budapest 03. kerület,71,50-249,9,11,2,1.2222222222222223,0.013740458015267175,0.013530135301353014,-0.00021032271391416106
Budapest 03. kerület,72,1-4,103,128,25,1.2427184466019416,0.7744360902255639,0.7757575757575758,0.0013214855320118346
Budapest 03. kerület,72,5-9,14,17,3,1.2142857142857142,0.10526315789473684,0.10303030303030303,-0.0022328548644338087
Budapest 03. kerület,72,10-19,6,8,2,1.3333333333333333,0.045112781954887216,0.048484848484848485,0.0033720665299612693
Budapest 03. kerület,72,20-49,5,6,1,1.2,0.03759398496240601,0.03636363636363636,-0.001230348598769651
Budapest 03. kerület,72,50-249,5,6,1,1.2,0.03759398496240601,0.03636363636363636,-0.001230348598769651
Budapest 03. kerület,73,1-4,285,354,69,1.2421052631578948,0.8742331288343558,0.8762376237623762,0.0020044949280204616
Budapest 03. kerület,73,5-9,22,27,5,1.2272727272727273,0.06748466257668712,0.06683168316831684,-0.00065297940837028
Budapest 03. kerület,73,10-19,10,12,2,1.2,0.03067484662576687,0.0297029702970297,-0.0009718763287371694
Budapest 03. kerület,73,20-49,9,11,2,1.2222222222222223,0.027607361963190184,0.027227722772277228,-0.00037963919091295664
Budapest 03. kerület,74,1-4,662,823,161,1.243202416918429,0.9821958456973294,0.9821002386634845,-9.560703384492442e-05
Budapest 03. kerület,74,5-9,12,15,3,1.25,0.017804154302670624,0.017899761336515514,9.560703384488972e-05
Budapest 03. kerület,75,1-4,27,34,7,1.2592592592592593,1.0,1.0,0.0
Budapest 03. kerület,77,1-4,87,108,21,1.2413793103448276,0.8446601941747572,0.84375,-0.0009101941747572395
Budapest 03. kerület,77,5-9,8,10,2,1.25,0.07766990291262135,0.078125,0.0004550970873786475
Budapest 03. kerület,77,10-19,8,10,2,1.25,0.07766990291262135,0.078125,0.0004550970873786475
Budapest 03. kerület,78,1-4,17,21,4,1.2352941176470589,1.0,1.0,0.0
Budapest 03. kerület,79,1-4,69,86,17,1.2463768115942029,0.92,0.9148936170212766,-0.005106382978723456
Budapest 03. kerület,79,5-9,6,8,2,1.3333333333333333,0.08,0.0851063829787234,0.0051063829787234005
Budapest 03. kerület,80,1-4,54,67,13,1.2407407407407407,0.5806451612903226,0.5775862068965517,-0.0030589543937709074
Budapest 03. kerület,80,5-9,12,15,3,1.25,0.12903225806451613,0.12931034482758622,0.00027808676307009006
Budapest 03. kerület,80,10-19,8,10,2,1.25,0.08602150537634409,0.08620689655172414,0.0001853911753800508
Budapest 03. kerület,80,20-49,6,8,2,1.3333333333333333,0.06451612903225806,0.06896551724137931,0.004449388209121247
Budapest 03. kerület,80,50-249,13,16,3,1.2307692307692308,0.13978494623655913,0.13793103448275862,-0.0018539117538005079
Budapest 03. kerület,81,1-4,373,464,91,1.2439678284182305,0.9031476997578692,0.9027237354085603,-0.000423964349308914
Budapest 03. kerület,81,5-9,20,25,5,1.25,0.048426150121065374,0.048638132295719845,0.0002119821746544709
Budapest 03. kerület,81,10-19,13,16,3,1.2307692307692308,0.031476997578692496,0.0311284046692607,-0.0003485929094317955
Budapest 03. kerület,81,20-49,7,9,2,1.2857142857142858,0.01694915254237288,0.017509727626459144,0.0005605750840862629
Budapest 03. kerület,82,1-4,542,674,132,1.2435424354243543,0.9344827586206896,0.9348127600554785,0.00033000143478889576
Budapest 03. kerület,82,5-9,21,26,5,1.2380952380952381,0.03620689655172414,0.036061026352288486,-0.00014587019943565482
Budapest 03. kerület,82,10-19,8,10,2,1.25,0.013793103448275862,0.013869625520110958,7.65220718350959e-05
Budapest 03. kerület,82,20-49,9,11,2,1.2222222222222223,0.015517241379310345,0.015256588072122053,-0.00026065330718829174
Budapest 03. kerület,84,50-249,5,6,1,1.2,1.0,1.0,0.0
Budapest 03. kerület,85,1-4,835,1038,203,1.2431137724550898,0.9319196428571429,0.9317773788150808,-0.0001422640420620791
Budapest 03. kerület,85,5-9,20,25,5,1.25,0.022321428571428572,0.02244165170556553,0.00012022313413695765
Budapest 03. kerület,85,10-19,14,17,3,1.2142857142857142,0.015625,0.01526032315978456,-0.00036467684021544017
Budapest 03. kerület,85,20-49,6,8,2,1.3333333333333333,0.006696428571428571,0.00718132854578097,0.0004848999743523987
Budapest 03. kerület,85,50-249,21,26,5,1.2380952380952381,0.0234375,0.02333931777378815,-9.818222621185008e-05
Budapest 03. kerület,86,1-4,736,915,179,1.2432065217391304,0.9472329472329473,0.9472049689440993,-2.7978288847929633e-05
Budapest 03. kerület,86,5-9,23,29,6,1.2608695652173914,0.029601029601029602,0.030020703933747412,0.00041967433271781
Budapest 03. kerület,86,10-19,13,16,3,1.2307692307692308,0.01673101673101673,0.016563146997929608,-0.0001678697330871233
Budapest 03. kerület,86,20-49,5,6,1,1.2,0.006435006435006435,0.006211180124223602,-0.00022382631078283251
Budapest 03. kerület,88,1-4,33,41,8,1.2424242424242424,0.825,0.82,-0.0050000000000000044
Budapest 03. kerület,88,5-9,7,9,2,1.2857142857142858,0.175,0.18,0.0050000000000000044
Budapest 03. kerület,90,1-4,563,700,137,1.2433392539964476,0.9911971830985915,0.9915014164305949,0.00030423333200335634
Budapest 03. kerület,90,20-49,5,6,1,1.2,0.008802816901408451,0.0084985835694051,-0.00030423333200335113
Budapest 03. kerület,91,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 03. kerület,92,1-4,10,12,2,1.2,1.0,1.0,0.0
Budapest 03. kerület,93,1-4,181,225,44,1.2430939226519337,0.900497512437811,0.9,-0.0004975124378109319
Budapest 03. kerület,93,5-9,11,14,3,1.2727272727272727,0.05472636815920398,0.056,0.0012736318407960204
Budapest 03. kerület,93,10-19,9,11,2,1.2222222222222223,0.04477611940298507,0.044,-0.0007761194029850746
Budapest 03. kerület,94,1-4,54,67,13,1.2407407407407407,0.7012987012987013,0.6979166666666666,-0.0033820346320346806
Budapest 03. kerület,94,5-9,7,9,2,1.2857142857142858,0.09090909090909091,0.09375,0.0028409090909090884
Budapest 03. kerület,94,10-19,9,11,2,1.2222222222222223,0.11688311688311688,0.11458333333333333,-0.0022997835497835517
Budapest 03. kerület,94,20-49,7,9,2,1.2857142857142858,0.09090909090909091,0.09375,0.0028409090909090884
Budapest 03. kerület,95,1-4,125,155,30,1.24,1.0,1.0,0.0
Budapest 03. kerület,96,1-4,1046,1300,254,1.24282982791587,0.9952426260704091,0.9954058192955589,0.00016319322514979362
Budapest 03. kerület,96,10-19,5,6,1,1.2,0.004757373929590866,0.004594180704441042,-0.00016319322514982398
Budapest 11. kerület,1,1-4,87,108,21,1.2413793103448276,0.8969072164948454,0.9,0.003092783505154628
Budapest 11. kerület,1,5-9,5,6,1,1.2,0.05154639175257732,0.05,-0.001546391752577314
Budapest 11. kerület,1,10-19,5,6,1,1.2,0.05154639175257732,0.05,-0.001546391752577314
Budapest 11. kerület,10,1-4,33,41,8,1.2424242424242424,0.6470588235294118,0.640625,-0.006433823529411797
Budapest 11. kerület,10,5-9,12,15,3,1.25,0.23529411764705882,0.234375,-0.0009191176470588203
Budapest 11. kerület,10,10-19,6,8,2,1.3333333333333333,0.11764705882352941,0.125,0.00735294117647059
Budapest 11. kerület,11,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 11. kerület,13,1-4,16,20,4,1.25,1.0,1.0,0.0
Budapest 11. kerület,14,1-4,34,42,8,1.2352941176470589,1.0,1.0,0.0
Budapest 11. kerület,15,1-4,6,8,2,1.3333333333333333,1.0,1.0,0.0
Budapest 11. kerület,16,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 11. kerület,17,1-4,5,6,1,1.2,1.0,1.0,0.0
Budapest 11. kerület,18,1-4,86,107,21,1.244186046511628,0.8349514563106796,0.8359375,0.000986043689320426
Budapest 11. kerület,18,5-9,9,11,2,1.2222222222222223,0.08737864077669903,0.0859375,-0.001441140776699032
Budapest 11. kerület,18,10-19,8,10,2,1.25,0.07766990291262135,0.078125,0.0004550970873786475
Budapest 11. kerület,2,1-4,6,8,2,1.3333333333333333,1.0,1.0,0.0
Budapest 11. kerület,20,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 11. kerület,22,1-4,18,22,4,1.2222222222222223,0.782608695652174,0.7857142857142857,0.0031055900621117516
Budapest 11. kerület,22,5-9,5,6,1,1.2,0.21739130434782608,0.21428571428571427,-0.003105590062111807
Budapest 11. kerület,23,1-4,17,21,4,1.2352941176470589,1.0,1.0,0.0
Budapest 11. kerület,25,1-4,51,63,12,1.2352941176470589,0.6296296296296297,0.63,0.00037037037037035425
Budapest 11. kerület,25,5-9,12,15,3,1.25,0.14814814814814814,0.15,0.0018518518518518545
Budapest 11. kerület,25,10-19,9,11,2,1.2222222222222223,0.1111111111111111,0.11,-0.0011111111111111044
Budapest 11. kerület,25,20-49,9,11,2,1.2222222222222223,0.1111111111111111,0.11,-0.0011111111111111044
Budapest 11. kerület,26,1-4,47,58,11,1.2340425531914894,0.7966101694915254,0.7945205479452054,-0.002089621546319975
Budapest 11. kerület,26,5-9,7,9,2,1.2857142857142858,0.11864406779661017,0.1232876712328767,0.004643603436266533
Budapest 11. kerület,26,10-19,5,6,1,1.2,0.0847457627118644,0.0821917808219178,-0.0025539818899465994
Budapest 11. kerület,27,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 11. kerület,28,1-4,24,30,6,1.25,0.8,0.7894736842105263,-0.010526315789473717
Budapest 11. kerület,28,5-9,6,8,2,1.3333333333333333,0.2,0.21052631578947367,0.010526315789473661
Budapest 11. kerület,30,1-4,9,11,2,1.2222222222222223,1.0,1.0,0.0
Budapest 11. kerület,31,1-4,24,30,6,1.25,1.0,1.0,0.0
Budapest 11. kerület,32,1-4,101,126,25,1.2475247524752475,0.9099099099099099,0.9130434782608695,0.00313356835095957
Budapest 11. kerület,32,5-9,5,6,1,1.2,0.04504504504504504,0.043478260869565216,-0.0015667841754798267
Budapest 11. kerület,32,10-19,5,6,1,1.2,0.04504504504504504,0.043478260869565216,-0.0015667841754798267
Budapest 11. kerület,33,1-4,67,83,16,1.2388059701492538,0.8481012658227848,0.8469387755102041,-0.001162490312580644
Budapest 11. kerület,33,5-9,12,15,3,1.25,0.1518987341772152,0.15306122448979592,0.0011624903125807273
Budapest 11. kerület,35,1-4,25,31,6,1.24,1.0,1.0,0.0
Budapest 11. kerület,38,1-4,6,8,2,1.3333333333333333,1.0,1.0,0.0
Budapest 11. kerület,41,1-4,278,346,68,1.2446043165467626,0.7335092348284961,0.7346072186836518,0.001097983855155693
Budapest 11. kerület,41,5-9,59,73,14,1.2372881355932204,0.15567282321899736,0.15498938428874734,-0.0006834389302500243
Budapest 11. kerület,41,10-19,25,31,6,1.24,0.06596306068601583,0.06581740976645435,-0.00014565091956147969
Budapest 11. kerület,41,20-49,12,15,3,1.25,0.0316622691292876,0.03184713375796178,0.00018486462867418202
Budapest 11. kerület,41,50-249,5,6,1,1.2,0.013192612137203167,0.012738853503184714,-0.0004537586340184526
Budapest 11. kerület,42,1-4,47,58,11,1.2340425531914894,0.5875,0.5858585858585859,-0.0016414141414141659
Budapest 11. kerület,42,5-9,12,15,3,1.25,0.15,0.15151515151515152,0.001515151515151525
Budapest 11. kerület,42,10-19,8,10,2,1.25,0.1,0.10101010101010101,0.0010101010101010027
Budapest 11. kerület,42,50-249,8,10,2,1.25,0.1,0.10101010101010101,0.0010101010101010027
Budapest 11. kerület,42,250-1000,5,6,1,1.2,0.0625,0.06060606060606061,-0.0018939393939393923
Budapest 11. kerület,43,1-4,592,736,144,1.2432432432432432,0.8143053645116919,0.8132596685082873,-0.0010456960034045393
Budapest 11. kerület,43,5-9,72,90,18,1.25,0.09903713892709766,0.09944751381215469,0.0004103748850570327
Budapest 11. kerület,43,10-19,35,44,9,1.2571428571428571,0.048143053645116916,0.04861878453038674,0.0004757308852698233
Budapest 11. kerület,43,20-49,28,35,7,1.25,0.03851444291609354,0.03867403314917127,0.00015959023307773185
Budapest 11. kerület,45,1-4,234,291,57,1.2435897435897436,0.782608695652174,0.784366576819407,0.0017578811672330774
Budapest 11. kerület,45,5-9,36,45,9,1.25,0.12040133779264214,0.12129380053908356,0.0008924627464414192
Budapest 11. kerület,45,10-19,14,17,3,1.2142857142857142,0.046822742474916385,0.04582210242587601,-0.001000640049040373
Budapest 11. kerület,45,20-49,10,12,2,1.2,0.033444816053511704,0.03234501347708895,-0.0010998025764227537
Budapest 11. kerület,45,50-249,5,6,1,1.2,0.016722408026755852,0.016172506738544475,-0.0005499012882113768
Budapest 11. kerület,46,1-4,627,780,153,1.244019138755981,0.6691568836712913,0.6689536878216124,-0.0002031958496789832
Budapest 11. kerület,46,5-9,138,172,34,1.2463768115942029,0.1472785485592316,0.14751286449399656,0.0002343159347649726
Budapest 11. kerület,46,10-19,82,102,20,1.2439024390243902,0.08751334044823907,0.08747855917667238,-3.4781271566683425e-05
Budapest 11. kerület,46,20-49,58,72,14,1.2413793103448276,0.061899679829242264,0.06174957118353345,-0.00015010864570881577
Budapest 11. kerület,46,50-249,32,40,8,1.25,0.03415154749199573,0.03430531732418525,0.00015376983218951673
Budapest 11. kerület,47,1-4,898,1116,218,1.242761692650334,0.787719298245614,0.788135593220339,0.00041629497472495114
Budapest 11. kerület,47,5-9,149,185,36,1.2416107382550337,0.1307017543859649,0.1306497175141243,-5.2036871840605015e-05
Budapest 11. kerület,47,10-19,53,66,13,1.2452830188679245,0.04649122807017544,0.046610169491525424,0.00011894142134998703
Budapest 11. kerület,47,20-49,30,37,7,1.2333333333333334,0.02631578947368421,0.026129943502824857,-0.0001858459708593517
Budapest 11. kerület,47,50-249,10,12,2,1.2,0.008771929824561403,0.00847457627118644,-0.0002973535533749624
Budapest 11. kerület,49,1-4,272,338,66,1.2426470588235294,0.8717948717948718,0.8711340206185567,-0.0006608511763150915
Budapest 11. kerület,49,5-9,16,20,4,1.25,0.05128205128205128,0.05154639175257732,0.0002643404705260366
Budapest 11. kerület,49,10-19,12,15,3,1.25,0.038461538461538464,0.03865979381443299,0.00019825535289452745
Budapest 11. kerület,49,20-49,12,15,3,1.25,0.038461538461538464,0.03865979381443299,0.00019825535289452745
Budapest 11. kerület,52,1-4,67,83,16,1.2388059701492538,0.7127659574468085,0.7155172413793104,0.0027512839325019023
Budapest 11. kerület,52,5-9,12,15,3,1.25,0.1276595744680851,0.12931034482758622,0.0016507703595011192
Budapest 11. kerület,52,10-19,5,6,1,1.2,0.05319148936170213,0.05172413793103448,-0.001467351430667646
Budapest 11. kerület,52,20-49,10,12,2,1.2,0.10638297872340426,0.10344827586206896,-0.002934702861335292
Budapest 11. kerület,53,1-4,319,397,78,1.244514106583072,1.0,1.0,0.0
Budapest 11. kerület,55,1-4,56,70,14,1.25,0.8235294117647058,0.813953488372093,-0.009575923392612817
Budapest 11. kerület,55,5-9,6,8,2,1.3333333333333333,0.08823529411764706,0.09302325581395349,0.0047879616963064225
Budapest 11. kerület,55,10-19,6,8,2,1.3333333333333333,0.08823529411764706,0.09302325581395349,0.0047879616963064225
Budapest 11. kerület,56,1-4,249,310,61,1.2449799196787148,0.6194029850746269,0.62,0.0005970149253731183
Budapest 11. kerület,56,5-9,78,97,19,1.2435897435897436,0.19402985074626866,0.194,-2.9850746268655914e-05
Budapest 11. kerület,56,10-19,46,57,11,1.2391304347826086,0.11442786069651742,0.114,-0.0004278606965174153
Budapest 11. kerület,56,20-49,21,26,5,1.2380952380952381,0.05223880597014925,0.052,-0.00023880597014925425
Budapest 11. kerület,56,50-249,8,10,2,1.25,0.01990049751243781,0.02,9.950248756218985e-05
Budapest 11. kerület,58,1-4,112,139,27,1.2410714285714286,0.7943262411347518,0.7942857142857143,-4.052684903754766e-05
Budapest 11. kerület,58,5-9,12,15,3,1.25,0.0851063829787234,0.08571428571428572,0.0006079027355623129
Budapest 11. kerület,58,10-19,5,6,1,1.2,0.03546099290780142,0.03428571428571429,-0.0011752786220871336
Budapest 11. kerület,58,20-49,7,9,2,1.2857142857142858,0.04964539007092199,0.05142857142857143,0.0017831813576494396
Budapest 11. kerület,58,50-249,5,6,1,1.2,0.03546099290780142,0.03428571428571429,-0.0011752786220871336
Budapest 11. kerület,59,1-4,388,482,94,1.2422680412371134,0.9872773536895675,0.9877049180327869,0.00042756434321944425
Budapest 11. kerület,59,5-9,5,6,1,1.2,0.01272264631043257,0.012295081967213115,-0.00042756434321945466
Budapest 11. kerület,60,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 11. kerület,61,1-4,15,19,4,1.2666666666666666,0.6,0.6129032258064516,0.012903225806451646
Budapest 11. kerület,61,10-19,5,6,1,1.2,0.2,0.1935483870967742,-0.006451612903225823
Budapest 11. kerület,61,20-49,5,6,1,1.2,0.2,0.1935483870967742,-0.006451612903225823
Budapest 11. kerület,62,1-4,1241,1543,302,1.243352135374698,0.8453678474114441,0.8454794520547945,0.00011160464335036036
Budapest 11. kerület,62,5-9,65,81,16,1.2461538461538462,0.04427792915531335,0.04438356164383562,0.00010563248852226564
Budapest 11. kerület,62,10-19,66,82,16,1.2424242424242424,0.04495912806539509,0.044931506849315066,-2.7621216080027378e-05
Budapest 11. kerület,62,20-49,44,55,11,1.25,0.02997275204359673,0.030136986301369864,0.00016423425777313538
Budapest 11. kerület,62,50-249,42,52,10,1.2380952380952381,0.02861035422343324,0.028493150684931506,-0.00011720353850173601
Budapest 11. kerület,62,250-1000,10,12,2,1.2,0.006811989100817439,0.006575342465753425,-0.0002366466350640136
Budapest 11. kerület,63,1-4,235,292,57,1.2425531914893617,0.9670781893004116,0.9668874172185431,-0.00019077208186846217
Budapest 11. kerület,63,5-9,8,10,2,1.25,0.03292181069958848,0.033112582781456956,0.00019077208186847605
Budapest 11. kerület,64,1-4,23,29,6,1.2608695652173914,0.696969696969697,0.7073170731707317,0.010347376201034653
Budapest 11. kerület,64,5-9,5,6,1,1.2,0.15151515151515152,0.14634146341463414,-0.005173688100517382
Budapest 11. kerület,64,20-49,5,6,1,1.2,0.15151515151515152,0.14634146341463414,-0.005173688100517382
Budapest 11. kerület,66,1-4,317,394,77,1.2429022082018928,0.9783950617283951,0.9776674937965261,-0.0007275679318690109
Budapest 11. kerület,66,5-9,7,9,2,1.2857142857142858,0.021604938271604937,0.022332506203473945,0.0007275679318690075
Budapest 11. kerület,68,1-4,1188,1477,289,1.2432659932659933,0.9230769230769231,0.9237023139462164,0.0006253908692932519
Budapest 11. kerület,68,5-9,67,83,16,1.2388059701492538,0.052059052059052056,0.05190744215134459,-0.00015160990770746868
Budapest 11. kerület,68,10-19,22,27,5,1.2272727272727273,0.017094017094017096,0.016885553470919325,-0.0002084636230977703
Budapest 11. kerület,68,20-49,10,12,2,1.2,0.00777000777000777,0.0075046904315197,-0.0002653173384880702
Budapest 11. kerület,69,1-4,1214,1509,295,1.242998352553542,0.9367283950617284,0.9366852886405959,-4.3106421132588224e-05
Budapest 11. kerület,69,5-9,53,66,13,1.2452830188679245,0.04089506172839506,0.040968342644320296,7.328091592523345e-05
Budapest 11. kerület,69,10-19,19,24,5,1.263157894736842,0.014660493827160493,0.0148975791433892,0.00023708531622870614
Budapest 11. kerület,69,20-49,5,6,1,1.2,0.0038580246913580245,0.0037243947858473,-0.0001336299055107247
Budapest 11. kerület,69,50-249,5,6,1,1.2,0.0038580246913580245,0.0037243947858473,-0.0001336299055107247
Budapest 11. kerület,70,1-4,1575,1958,383,1.2431746031746032,0.9453781512605042,0.9454369869628199,5.883570231568491e-05
Budapest 11. kerület,70,5-9,41,51,10,1.2439024390243902,0.02460984393757503,0.024625784645098986,1.59407075239551e-05
Budapest 11. kerület,70,10-19,23,29,6,1.2608695652173914,0.013805522208883553,0.014002897151134718,0.0001973749422511644
Budapest 11. kerület,70,20-49,14,17,3,1.2142857142857142,0.008403361344537815,0.008208594881699663,-0.00019476646283815222
Budapest 11. kerület,70,50-249,13,16,3,1.2307692307692308,0.0078031212484993995,0.00772573635924674,-7.738488925265914e-05
Budapest 11. kerület,71,1-4,1037,1289,252,1.2430086788813886,0.852796052631579,0.8525132275132276,-0.0002828251183514263
Budapest 11. kerület,71,5-9,79,98,19,1.240506329113924,0.0649671052631579,0.06481481481481481,-0.00015229044834308425
Budapest 11. kerület,71,10-19,60,75,15,1.25,0.049342105263157895,0.0496031746031746,0.00026106934001670495
Budapest 11. kerület,71,20-49,25,31,6,1.24,0.02055921052631579,0.0205026455026455,-5.656502367028943e-05
Budapest 11. kerület,71,50-249,15,19,4,1.2666666666666666,0.012335526315789474,0.012566137566137565,0.00023061125034809157
Budapest 11. kerület,72,1-4,148,184,36,1.2432432432432432,0.8457142857142858,0.8440366972477065,-0.0016775884665792828
Budapest 11. kerület,72,5-9,8,10,2,1.25,0.045714285714285714,0.045871559633027525,0.00015727391874181124
Budapest 11. kerület,72,10-19,13,16,3,1.2307692307692308,0.07428571428571429,0.07339449541284404,-0.0008912188728702475
Budapest 11. kerület,72,250-1000,6,8,2,1.3333333333333333,0.03428571428571429,0.03669724770642202,0.002411533420707733
Budapest 11. kerület,73,1-4,303,377,74,1.2442244224422443,0.9439252336448598,0.9425,-0.0014252336448598024
Budapest 11. kerület,73,5-9,12,15,3,1.25,0.037383177570093455,0.0375,0.00011682242990654346
Budapest 11. kerület,73,10-19,6,8,2,1.3333333333333333,0.018691588785046728,0.02,0.0013084112149532728
Budapest 11. kerület,74,1-4,947,1177,230,1.2428722280887012,0.9742798353909465,0.9743377483443708,5.791295342427727e-05
Budapest 11. kerület,74,5-9,17,21,4,1.2352941176470589,0.01748971193415638,0.0173841059602649,-0.00010560597389147955
Budapest 11. kerület,74,10-19,8,10,2,1.25,0.00823045267489712,0.008278145695364239,4.769302046711901e-05
Budapest 11. kerület,75,1-4,18,22,4,1.2222222222222223,1.0,1.0,0.0
Budapest 11. kerület,77,1-4,94,117,23,1.2446808510638299,0.8952380952380953,0.8931297709923665,-0.002108324245728821
Budapest 11. kerület,77,5-9,5,6,1,1.2,0.047619047619047616,0.04580152671755725,-0.0018175209014903645
Budapest 11. kerület,77,10-19,6,8,2,1.3333333333333333,0.05714285714285714,0.061068702290076333,0.003925845147219192
Budapest 11. kerület,78,1-4,26,32,6,1.2307692307692308,0.5306122448979592,0.5161290322580645,-0.014483212639894716
Budapest 11. kerület,78,5-9,6,8,2,1.3333333333333333,0.12244897959183673,0.12903225806451613,0.006583278472679394
Budapest 11. kerület,78,10-19,5,6,1,1.2,0.10204081632653061,0.0967741935483871,-0.00526662277814352
Budapest 11. kerület,78,20-49,6,8,2,1.3333333333333333,0.12244897959183673,0.12903225806451613,0.006583278472679394
Budapest 11. kerület,78,50-249,6,8,2,1.3333333333333333,0.12244897959183673,0.12903225806451613,0.006583278472679394
Budapest 11. kerület,79,1-4,114,142,28,1.2456140350877194,0.957983193277311,0.9594594594594594,0.0014762661821484668
Budapest 11. kerület,79,5-9,5,6,1,1.2,0.04201680672268908,0.04054054054054054,-0.0014762661821485362
Budapest 11. kerület,80,1-4,39,49,10,1.2564102564102564,0.6290322580645161,0.6282051282051282,-0.0008271298593879317
Budapest 11. kerület,80,10-19,7,9,2,1.2857142857142858,0.11290322580645161,0.11538461538461539,0.0024813895781637813
Budapest 11. kerület,80,20-49,5,6,1,1.2,0.08064516129032258,0.07692307692307693,-0.003722084367245651
Budapest 11. kerület,80,50-249,11,14,3,1.2727272727272727,0.1774193548387097,0.1794871794871795,0.0020678246484698015
Budapest 11. kerület,81,1-4,375,466,91,1.2426666666666666,0.8680555555555556,0.8677839851024208,-0.0002715704531347507
Budapest 11. kerület,81,5-9,22,27,5,1.2272727272727273,0.05092592592592592,0.05027932960893855,-0.0006465963169873731
Budapest 11. kerület,81,10-19,16,20,4,1.25,0.037037037037037035,0.037243947858473,0.0002069108214359655
Budapest 11. kerület,81,20-49,13,16,3,1.2307692307692308,0.03009259259259259,0.0297951582867784,-0.0002974343058141926
Budapest 11. kerület,81,50-249,6,8,2,1.3333333333333333,0.013888888888888888,0.0148975791433892,0.001008690254500311
Budapest 11. kerület,82,1-4,630,783,153,1.2428571428571429,0.9292035398230089,0.9299287410926366,0.0007252012696277177
Budapest 11. kerület,82,5-9,18,22,4,1.2222222222222223,0.02654867256637168,0.026128266033254157,-0.000420406533117524
Budapest 11. kerület,82,10-19,14,17,3,1.2142857142857142,0.02064896755162242,0.020190023752969122,-0.0004589437986532961
Budapest 11. kerület,82,20-49,11,14,3,1.2727272727272727,0.016224188790560472,0.0166270783847981,0.0004028895942376279
Budapest 11. kerület,82,50-249,5,6,1,1.2,0.007374631268436578,0.007125890736342043,-0.000248740532094535
Budapest 11. kerület,85,1-4,989,1230,241,1.243680485338726,0.9392212725546059,0.9396485867074102,0.0004273141528043922
Budapest 11. kerület,85,5-9,21,26,5,1.2380952380952381,0.019943019943019943,0.019862490450725745,-8.052949229419779e-05
Budapest 11. kerület,85,10-19,14,17,3,1.2142857142857142,0.013295346628679962,0.012987012987012988,-0.00030833364166697394
Budapest 11. kerület,85,20-49,12,15,3,1.25,0.011396011396011397,0.01145912910618793,6.311771017653359e-05
Budapest 11. kerület,85,50-249,17,21,4,1.2352941176470589,0.016144349477682812,0.016042780748663103,-0.00010156872901970898
Budapest 11. kerület,86,1-4,1097,1364,267,1.243391066545123,0.9506065857885615,0.9505226480836237,-8.393770493775321e-05
Budapest 11. kerület,86,5-9,33,41,8,1.2424242424242424,0.02859618717504333,0.02857142857142857,-2.4758603614758595e-05
Budapest 11. kerület,86,10-19,11,14,3,1.2727272727272727,0.009532062391681109,0.00975609756097561,0.0002240351692945012
Budapest 11. kerület,86,20-49,13,16,3,1.2307692307692308,0.011265164644714038,0.011149825783972125,-0.00011533886074191306
Budapest 11. kerület,88,1-4,35,44,9,1.2571428571428571,0.7446808510638298,0.7457627118644068,0.0010818608005770392
Budapest 11. kerület,88,5-9,7,9,2,1.2857142857142858,0.14893617021276595,0.15254237288135594,0.0036062026685899917
Budapest 11. kerület,88,10-19,5,6,1,1.2,0.10638297872340426,0.1016949152542373,-0.0046880634691669615
Budapest 11. kerület,90,1-4,642,798,156,1.2429906542056075,0.9846625766871165,0.9851851851851852,0.0005226084980686219
Budapest 11. kerület,90,5-9,10,12,2,1.2,0.015337423312883436,0.014814814814814815,-0.0005226084980686201
Budapest 11. kerület,91,1-4,14,17,3,1.2142857142857142,1.0,1.0,0.0
